"code_commune_insee","nom_de_la_commune","code_postal","latitude","longitude"
"53208","ST CYR EN PAIL","53140","48.436903243483755","-0.251812969500607"
"53209","ST CYR LE GRAVELAIS","53320","48.04011626816644","-1.0041264580305134"
"53210","ST DENIS D ANJOU","53290","47.78998681308467","-0.44115529577983803"
"53211","ST DENIS DE GASTINES","53500","48.34491558856647","-0.8737854206370466"
"53212","ST DENIS DU MAINE","53170","47.98071504924707","-0.522429871184988"
"53213","ST ELLIER DU MAINE","53220","48.40366748692891","-1.04082574024745"
"53214","ST ERBLON","53390","47.78756454566171","-1.15777903687525"
"53216","ST FRAIMBAULT DE PRIERES","53300","48.34722411405831","-0.5799479928833551"
"53218","STE GEMMES LE ROBERT","53600","48.201941322548095","-0.376766507173404"
"53219","ST GEORGES BUTTAVENT","53100","48.304589833637394","-0.7165392761406051"
"53220","ST GEORGES LE FLECHARD","53480","48.03384432353501","-0.5185569541909405"
"53221","ST GEORGES SUR ERVE","53600","48.1778901730178","-0.297435721055287"
"53222","ST GERMAIN D ANXURE","53240","48.22314962323837","-0.736065488533129"
"53223","ST GERMAIN DE COULAMER","53700","48.26525233271231","-0.188650806627692"
"53224","ST GERMAIN LE FOUILLOUX","53240","48.13979824011807","-0.8125717742966615"
"53225","ST GERMAIN LE GUILLAUME","53240","48.20944893368573","-0.82933977811696"
"53226","ST HILAIRE DU MAINE","53380","48.22359297661099","-0.9235445016847506"
"53228","BLANDOUET ST JEAN","53270","48.04800577962058","-0.3608177158786625"
"53229","ST JEAN SUR MAYENNE","53240","48.142189603548125","-0.7451602084814566"
"53230","ST JULIEN DU TERROUX","53110","48.482603983073645","-0.409556308818691"
"53232","ST LEGER","53480","48.084707071509015","-0.449502488570037"
"53233","ST LOUP DU DORAT","53290","47.88231322475711","-0.422484204170435"
"53234","ST LOUP DU GAST","53300","48.387019400046654","-0.58554659653632"
"53235","STE MARIE DU BOIS","53110","48.467401143253056","-0.4845660865878725"
"53236","ST MARS DU DESERT","53700","48.295482042373294","-0.181914270966181"
"53237","ST MARS SUR COLMONT","53300","48.385507436955706","-0.706973376169681"
"53238","ST MARS SUR LA FUTAIE","53220","48.43194628034365","-1.0095039338436211"
"53240","ST MARTIN DU LIMET","53800","47.81432936643631","-1.0294047784394595"
"53242","ST MICHEL DE LA ROE","53350","47.86997826189859","-1.1277346806249668"
"53243","ST OUEN DES TOITS","53410","48.14099442511498","-0.89909848371764"
"53245","ST PIERRE DES LANDES","53500","48.28938548634689","-1.029483357878422"
"53246","ST PIERRE DES NIDS","53370","48.39998513506201","-0.11753295094312749"
"53247","ST PIERRE LA COUR","53410","48.108305722325824","-1.018828742720092"
"53248","ST PIERRE SUR ERVE","53270","48.01122874961722","-0.4097794821890385"
"53249","VIMARTIN SUR ORTHE","53160","48.216898890689","-0.214399181775213"
"53250","ST POIX","53540","47.96455292441828","-1.047218290526404"
"53251","ST QUENTIN LES ANGES","53400","47.776554204879915","-0.883768988757174"
"53253","ST SATURNIN DU LIMET","53800","47.81351650758893","-1.0915155594930355"
"53255","STE SUZANNE ET CHAMMES","53270","48.0916909088015","-0.382084837099366"
"53256","ST THOMAS DE COURCERIERS","53160","48.25950559676866","-0.2594458673228305"
"53257","SAULGES","53340","47.97691699669163","-0.41032880477648903"
"53258","LA SELLE CRAONNAISE","53800","47.84462859974289","-1.0590585263277585"
"53259","SENONNES","53390","47.80448922975845","-1.2007285568528905"
"53260","SIMPLE","53360","47.883470956591054","-0.8525945678727884"
"53261","SOUCE","53300","48.46888698385691","-0.6707984661984545"
"53262","SOULGE SUR OUETTE","53210","48.06338337097195","-0.560823636511546"
"53263","THUBOEUF","53110","48.494316447020125","-0.4553942967000705"
"53264","THORIGNE EN CHARNIE","53270","48.00739943700296","-0.3584479032937015"
"53265","TORCE VIVIERS EN CHARNIE","53270","48.09810025086918","-0.2733185006339015"
"53266","TRANS","53160","48.279839952094264","-0.3111271629527075"
"53267","VAIGES","53480","48.05027888061238","-0.47397806861998304"
"53269","VAUTORTE","53500","48.29615156445523","-0.8250202881230175"
"53270","VIEUVY","53120","48.44816606794775","-0.876989738023804"
"53271","VILLAINES LA JUHEL","53700","48.33785541485253","-0.29183500719897204"
"53272","VILLEPAIL","53250","48.40269592826302","-0.260016775893276"
"53273","VILLIERS CHARLEMAGNE","53170","47.921416255341896","-0.6753260479099854"
"53276","VOUTRE","53600","48.13606774210998","-0.290516031903185"
"54001","ABAUCOURT","54610","48.890327523405844","6.265463079954397"
"54002","ABBEVILLE LES CONFLANS","54800","49.200502000756174","5.846426112502769"
"54003","ABONCOURT","54115","48.36049201808966","5.987460907000846"
"54004","AFFLEVILLE","54800","49.26270225348326","5.757931586662419"
"54005","AFFRACOURT","54740","48.4602254674885","6.165501806841358"
"54006","AGINCOURT","54770","48.72938943838202","6.235060832007982"
"54007","AINGERAY","54460","48.73706808660024","6.019154776453105"
"54008","ALLAIN","54170","48.54893139215274","5.920224192978084"
"54009","ALLAMONT","54800","49.12664322992134","5.781540967885571"
"54010","ALLAMPS","54112","48.550102415295285","5.811101039392701"
"54011","ALLONDRELLE LA MALMAISON","54260","49.51103615906278","5.570492322219605"
"54012","AMANCE","54770","48.75727527435194","6.307974367953827"
"54013","AMENONCOURT","54450","48.63083230594886","6.786543496235838"
"54014","ANCERVILLER","54450","48.532815495393784","6.835194397268605"
"54015","ANDERNY","54560","49.33708021882171","5.881774299457685"
"54016","ANDILLY","54200","48.76652943902046","5.888316397331906"
"54017","ANGOMONT","54540","48.50425888480536","6.979873533860747"
"54018","ANOUX","54150","49.27386107341587","5.8682531448605175"
"54019","ANSAUVILLE","54470","48.81098324787051","5.825950742509349"
"54020","ANTHELUPT","54110","48.601224524597896","6.416719185939053"
"54021","ARMAUCOURT","54760","48.80962105839605","6.297910363543898"
"54022","ARNAVILLE","54530","49.01756981879725","6.025142283160992"
"54023","ARRACOURT","54370","48.72742483538778","6.536214319579822"
"54024","ARRAYE ET HAN","54760","48.83772085607812","6.2971713057674705"
"54025","ART SUR MEURTHE","54510","48.660427468173964","6.258477289273477"
"54026","ATHIENVILLE","54370","48.71721987205021","6.4799699469378105"
"54027","ATTON","54700","48.8972707729323","6.107353930654368"
"54028","AUBOUE","54580","49.21245228337888","5.9752239792472714"
"54029","AUDUN LE ROMAN","54560","49.36385837363231","5.893886153971671"
"54030","AUTREPIERRE","54450","48.608131820052655","6.797373954026638"
"54031","AUTREVILLE SUR MOSELLE","54380","48.82842061632673","6.110081310477725"
"54032","AUTREY","54160","48.53219284604459","6.125741890609728"
"54033","AVILLERS","54490","49.324005327845796","5.738680640209711"
"54034","AVRAINVILLE","54385","48.77161324335836","5.943912507117849"
"54035","AVRICOURT","54450","48.64229222589174","6.81095368367322"
"54036","AVRIL","54150","49.29244635326158","5.966645142079313"
"54037","AZELOT","54210","48.58072686549427","6.228093860802003"
"54038","AZERAILLES","54122","48.494230077981925","6.692197875901221"
"54039","BACCARAT","54120","48.44750529967617","6.743553906598839"
"54040","BADONVILLER","54540","48.49158705515397","6.907261930274867"
"54041","BAGNEUX","54170","48.55693796782662","5.875138438070252"
"54042","BAINVILLE AUX MIROIRS","54290","48.43622214103334","6.286667331019395"
"54043","BAINVILLE SUR MADON","54550","48.590339380598124","6.081411264126034"
"54044","BARBAS","54450","48.571384712606026","6.846859283396506"
"54045","BARBONVILLE","54360","48.54855240766206","6.351886998662"
"54046","BARISEY AU PLAIN","54170","48.52381825854024","5.850195497106734"
"54047","BARISEY LA COTE","54170","48.54581672070415","5.84666618088732"
"54048","LES BAROCHES","54150","49.23066671096697","5.888153511807766"
"54049","BASLIEUX","54620","49.440613205857275","5.754479725804853"
"54050","BATHELEMONT","54370","48.69188480695934","6.5274181304121495"
"54051","BATILLY","54980","49.17555023947465","5.9685783877290595"
"54052","BATTIGNY","54115","48.442822247117036","5.983996749641473"
"54053","BAUZEMONT","54370","48.67253579803672","6.532289373332825"
"54054","BAYON","54290","48.48195368731641","6.320662684407326"
"54055","BAYONVILLE SUR MAD","54890","49.01680924013728","5.997169399631148"
"54056","BAZAILLES","54620","49.41244444488498","5.765268182936139"
"54057","BEAUMONT","54470","48.84831182890551","5.791950190816559"
"54058","BECHAMPS","54800","49.214376299629635","5.74145563829893"
"54059","BELLEAU","54610","48.84996060798878","6.183094483235864"
"54060","BELLEVILLE","54940","48.81692885470549","6.093421173364881"
"54061","BENAMENIL","54450","48.563204515667145","6.662111493705815"
"54062","BENNEY","54740","48.52736888594343","6.227321965881719"
"54063","BERNECOURT","54470","48.85306801997123","5.842254706595207"
"54064","BERTRAMBOIS","54480","48.57609913260602","7.021705658234079"
"54065","BERTRICHAMPS","54120","48.434031851611934","6.80497029978715"
"54066","BETTAINVILLERS","54640","49.29819628608983","5.9073187039892545"
"54067","BEUVEILLE","54620","49.43558780631335","5.672188018203448"
"54068","BEUVEZIN","54115","48.37941277280983","5.970502946262771"
"54069","BEUVILLERS","54560","49.38803905826886","5.9174273169923595"
"54070","BEY SUR SEILLE","54760","48.79581932532676","6.335186942182537"
"54071","BEZANGE LA GRANDE","54370","48.74866230958958","6.475319424650683"
"54072","BEZAUMONT","54380","48.84757489187383","6.1032658884844375"
"54073","BICQUELEY","54200","48.62675876451243","5.938565655864878"
"54074","BIENVILLE LA PETITE","54300","48.631832951569194","6.513046455636884"
"54075","BIONVILLE","54540","48.49395664162461","7.023361382260553"
"54076","BLAINVILLE SUR L EAU","54360","48.54989541983829","6.415803931481127"
"54077","BLAMONT","54450","48.58827438479804","6.845043859116627"
"54078","BLEMEREY","54450","48.58066807958271","6.738695021957095"
"54079","BLENOD LES PONT A MOUSSON","54700","48.874557469857976","6.063529626473535"
"54080","BLENOD LES TOUL","54113","48.591789760668995","5.830046068816092"
"54081","BOISMONT","54620","49.411339795095884","5.73948486337107"
"54082","BONCOURT","54800","49.1707279290745","5.825896699021422"
"54083","BONVILLER","54300","48.629598488824655","6.4981782135877175"
"54084","MONT BONVILLERS","54111","49.328282873737756","5.843993409307831"
"54085","BORVILLE","54290","48.44602629156394","6.395330956630069"
"54086","BOUCQ","54200","48.757909775336174","5.752917547247079"
"54087","BOUILLONVILLE","54470","48.94085083863419","5.8454965575394136"
"54088","BOUVRON","54200","48.73845059850446","5.883589717461164"
"54089","BOUXIERES AUX CHENES","54770","48.7704627785981","6.274943028189398"
"54090","BOUXIERES AUX DAMES","54136","48.76018777724722","6.162407478346162"
"54091","BOUXIERES SOUS FROIDMONT","54700","48.95564117741866","6.101497509751754"
"54092","BOUZANVILLE","54930","48.37143822079145","6.107036641942363"
"54093","BRAINVILLE","54800","49.12505881951023","5.809018132793554"
"54094","BRALLEVILLE","54740","48.4087997910636","6.193245784139954"
"54095","BRATTE","54610","48.81741904626432","6.21555192858563"
"54096","BREHAIN LA VILLE","54190","49.43783716600447","5.885259625843037"
"54097","BREMENIL","54540","48.52215372303597","6.916044224306443"
"54098","BREMONCOURT","54290","48.492098022242395","6.361383155627584"
"54099","VAL DE BRIEY","54150","49.26630569960167","5.954613597873623"
"54099","VAL DE BRIEY","54790","49.26630569960167","5.954613597873623"
"54100","BRIN SUR SEILLE","54280","48.77447870776636","6.3566420290960375"
"54101","BROUVILLE","54120","48.49068506501272","6.746906211995592"
"54102","BRULEY","54200","48.71466125361618","5.849362509409438"
"54103","BRUVILLE","54800","49.12193116355739","5.928681997254408"
"54104","BUISSONCOURT","54110","48.681954094871635","6.3434012293394435"
"54105","BULLIGNY","54113","48.57189176547741","5.839896439756405"
"54106","BURES","54370","48.69687940805684","6.569024456839385"
"54107","BURIVILLE","54450","48.53752427664246","6.684340828243462"
"54108","BURTHECOURT AUX CHENES","54210","48.577314136161874","6.248686564771946"
"54109","CEINTREY","54134","48.52770203868379","6.178741747297147"
"54110","CERVILLE","54420","48.69520077285783","6.312126552620862"
"54111","CHALIGNY","54230","48.642113680027265","6.09052039814705"
"54112","CHAMBLEY BUSSIERES","54890","49.05164551513617","5.9135885929419025"
"54113","CHAMPENOUX","54280","48.73286613454522","6.354123063165504"
"54114","CHAMPEY SUR MOSELLE","54700","48.956763322842484","6.06278986130862"
"54115","CHAMPIGNEULLES","54250","48.71988383301996","6.126755203190716"
"54116","CHANTEHEUX","54300","48.593192053210174","6.541444255772623"
"54117","CHAOUILLEY","54330","48.4426778302245","6.067452539866286"
"54118","CHARENCY VEZIN","54260","49.48741501717576","5.516473133301348"
"54119","CHAREY","54470","48.99589422334071","5.86051366434448"
"54120","CHARMES LA COTE","54113","48.62461951684984","5.827301290144732"
"54121","CHARMOIS","54360","48.534064129231396","6.390787311331547"
"54122","CHAUDENEY SUR MOSELLE","54200","48.656515539190266","5.926033198658894"
"54123","CHAVIGNY","54230","48.63229081511525","6.131063333163134"
"54124","CHAZELLES SUR ALBE","54450","48.58690351276467","6.76960804507487"
"54125","CHENEVIERES","54122","48.52289149269067","6.634272853922283"
"54126","CHENICOURT","54610","48.85904630908735","6.2807925384979395"
"54127","CHENIERES","54720","49.47457552778988","5.766199624488221"
"54128","CHOLOY MENILLOT","54200","48.647973498779486","5.805324235428423"
"54129","CIREY SUR VEZOUZE","54480","48.58548436934507","6.943812828151291"
"54130","CLAYEURES","54290","48.47045021599918","6.4117724441682356"
"54131","CLEMERY","54610","48.8811432601668","6.180270284071794"
"54132","CLEREY SUR BRENON","54330","48.505939172891544","6.137656348439505"
"54133","COINCOURT","54370","48.70277325705953","6.618049631963766"
"54134","COLMEY","54260","49.46561104943133","5.547953869107747"
"54135","COLOMBEY LES BELLES","54170","48.51916740408769","5.899746221024811"
"54136","CONFLANS EN JARNISY","54800","49.16656171618448","5.8461615377683085"
"54137","CONS LA GRANDVILLE","54870","49.492890831888026","5.693384867362754"
"54138","COSNES ET ROMAIN","54400","49.526879829113966","5.708378856280662"
"54139","COURBESSEAUX","54110","48.6932267757047","6.4005068036454835"
"54140","COURCELLES","54930","48.3692551982015","6.029568215886242"
"54141","COYVILLER","54210","48.584811781998184","6.28350007937121"
"54142","CRANTENOY","54740","48.467883785128905","6.23067318996774"
"54143","CREPEY","54170","48.528894545534335","5.964377190590763"
"54144","CREVECHAMPS","54290","48.5205224811706","6.263165073349144"
"54145","CREVIC","54110","48.63795825494635","6.406418104572909"
"54146","CREZILLES","54113","48.581721529802834","5.890197467103334"
"54147","CRION","54300","48.644641407752445","6.556597831863694"
"54148","CROISMARE","54300","48.609327059891086","6.576265254069052"
"54149","CRUSNES","54680","49.43346838222769","5.919653870476345"
"54150","CUSTINES","54670","48.78956985962111","6.141604176368657"
"54151","CUTRY","54720","49.481176519126194","5.73828036856008"
"54152","DAMELEVIERES","54360","48.56479924076537","6.396688142238567"
"54153","DAMPVITOUX","54470","49.0036933080769","5.8332602137438005"
"54154","DENEUVRE","54120","48.42902176054302","6.718084078160949"
"54155","DEUXVILLE","54370","48.6195930557804","6.457465009401475"
"54156","DIARVILLE","54930","48.387028949958136","6.127333973395993"
"54157","DIEULOUARD","54380","48.83239178231374","6.056848023633393"
"54158","DOLCOURT","54170","48.492455052615256","5.967772073861045"
"54159","DOMBASLE SUR MEURTHE","54110","48.62089973958625","6.361285325895951"
"54160","DOMEVRE EN HAYE","54385","48.815340033604286","5.936179527631326"
"54161","DOMEVRE SUR VEZOUZE","54450","48.559694645511655","6.799747424741335"
"54162","DOMGERMAIN","54119","48.64238005930718","5.8133750994762625"
"54163","DOMJEVIN","54450","48.57940441898964","6.699489544824421"
"54164","DOMMARIE EULMONT","54115","48.419228562562814","6.033505552060999"
"54165","DOMMARTEMONT","54130","48.71696278358854","6.216268802553024"
"54166","DOMMARTIN LA CHAUSSEE","54470","49.0095263163089","5.867684410768773"
"54167","DOMMARTIN LES TOUL","54200","48.67278051807904","5.926782112001048"
"54168","DOMMARTIN SOUS AMANCE","54770","48.73356726216221","6.247864464849536"
"54169","DOMPRIX","54490","49.33033810703368","5.764094081063597"
"54170","DOMPTAIL EN L AIR","54290","48.510363816663514","6.3325056215197755"
"54171","DONCOURT LES CONFLANS","54800","49.14649747187265","5.931062576453861"
"54172","DONCOURT LES LONGUYON","54620","49.44008714238991","5.713728932795387"
"54173","DROUVILLE","54370","48.67002393301783","6.412254783155752"
"54174","ECROUVES","54200","48.68350083641512","5.845992578622974"
"54175","EINVAUX","54360","48.49501138151585","6.39291383125368"
"54176","EINVILLE AU JARD","54370","48.65226578471987","6.481295236765433"
"54177","EMBERMENIL","54370","48.64020954443962","6.685160252881588"
"54178","EPIEZ SUR CHIERS","54260","49.50078420686843","5.500743530280007"
"54179","EPLY","54610","48.92501207465749","6.178894940545542"
"54180","ERBEVILLER SUR AMEZULE","54280","48.73063766222608","6.3883165988328"
"54181","ERROUVILLE","54680","49.417597119626606","5.895115710965706"
"54182","ESSEY ET MAIZERAIS","54470","48.91121837910758","5.803355291939278"
"54183","ESSEY LA COTE","54830","48.42309131460379","6.471811800849391"
"54184","ESSEY LES NANCY","54270","48.70768647459049","6.2325813134941885"
"54185","ETREVAL","54330","48.4561440156275","6.052935589036002"
"54186","EULMONT","54690","48.74866199896803","6.2215969122374135"
"54187","EUVEZIN","54470","48.91725951211602","5.859861837223161"
"54188","FAULX","54760","48.79442318598238","6.200156647662274"
"54189","FAVIERES","54115","48.457362900367755","5.933492211805714"
"54190","FECOCOURT","54115","48.403271582661354","5.99798921500755"
"54191","FENNEVILLER","54540","48.483412413654584","6.877284303924723"
"54192","FERRIERES","54210","48.55359399327962","6.293486184594025"
"54193","FEY EN HAYE","54470","48.903676908797344","5.964209572888367"
"54194","FILLIERES","54560","49.41185456901469","5.840798388210915"
"54195","FLAINVAL","54110","48.61960996614864","6.399671317347576"
"54196","FLAVIGNY SUR MOSELLE","54630","48.573491456809236","6.190596587814316"
"54197","FLEVILLE DEVANT NANCY","54710","48.62831829478907","6.201203567467089"
"54198","FLEVILLE LIXIERES","54150","49.24281897468977","5.805175077447615"
"54199","FLIN","54122","48.5050590756955","6.658352374223801"
"54200","FLIREY","54470","48.88623531946836","5.850577462864809"
"54201","FONTENOY LA JOUTE","54122","48.44896749329736","6.657030617482491"
"54202","FONTENOY SUR MOSELLE","54840","48.70765139117293","5.9893481891215234"
"54203","FORCELLES ST GORGON","54330","48.457371864507095","6.104730758273194"
"54204","FORCELLES SOUS GUGNEY","54930","48.39243588342375","6.08315549989965"
"54205","FOUG","54570","48.67474571967698","5.778970779008565"
"54206","FRAIMBOIS","54300","48.52629595007827","6.544772568366507"
"54207","FRAISNES EN SAINTOIS","54930","48.37347172711986","6.059839268265375"
"54208","FRANCHEVILLE","54200","48.73937629139449","5.928839141194038"
"54209","FRANCONVILLE","54830","48.500415685235794","6.452836131735869"
"54210","FREMENIL","54450","48.56231181378433","6.705283753035946"
"54211","FREMONVILLE","54450","48.60856311038172","6.904489519640185"
"54212","FRESNOIS LA MONTAGNE","54260","49.49911936207476","5.648578283231151"
"54213","FRIAUVILLE","54800","49.14248418943172","5.829802405210085"
"54214","FROLOIS","54160","48.56980374035669","6.128399237010135"
"54215","FROUARD","54390","48.75697560401534","6.123126083337194"
"54216","FROVILLE","54290","48.46790996572641","6.362700752267791"
"54217","GELACOURT","54120","48.475969709623854","6.731630406584081"
"54218","GELAUCOURT","54115","48.46061040487464","5.9897209017237305"
"54219","GELLENONCOURT","54110","48.674878761895826","6.382774065172404"
"54220","GEMONVILLE","54115","48.4193049760123","5.882337190539449"
"54221","GERBECOURT ET HAPLEMONT","54740","48.48955424095927","6.151521364393931"
"54222","GERBEVILLER","54830","48.49221757167129","6.51023955212734"
"54223","GERMINY","54170","48.547476870575984","6.002693772390684"
"54224","GERMONVILLE","54740","48.41120666117138","6.218974262661966"
"54225","GEZONCOURT","54380","48.84491736401357","5.986958168923678"
"54226","GIBEAUMEIX","54112","48.591522562064384","5.744352429076519"
"54227","GIRAUMONT","54780","49.171001000421604","5.9149398714384205"
"54228","GIRIVILLER","54830","48.43426124220785","6.495479999708351"
"54229","GLONVILLE","54122","48.45458939331905","6.685585434188429"
"54230","GOGNEY","54450","48.61459682436396","6.8709558665088135"
"54231","GONDRECOURT AIX","54800","49.24433739264566","5.760049611594671"
"54232","GONDREVILLE","54840","48.683989520154356","5.980068296693405"
"54233","GONDREXON","54450","48.60514392460629","6.767990504754078"
"54234","GORCY","54730","49.53511483145981","5.685175282403755"
"54235","GOVILLER","54330","48.50386361888562","6.016446547331459"
"54236","GRAND FAILLY","54260","49.418993492138895","5.5084086021520005"
"54237","GRIMONVILLER","54115","48.38154758851768","6.00868976756003"
"54238","GRIPPORT","54290","48.41277725762161","6.246751811929734"
"54239","GRISCOURT","54380","48.84177836697057","6.018563176229462"
"54240","GROSROUVRES","54470","48.82849575711262","5.8458570201648845"
"54241","GUGNEY","54930","48.396117470338666","6.057105793251349"
"54242","GYE","54113","48.62797453025142","5.875160718659483"
"54243","HABLAINVILLE","54120","48.514297731741124","6.713080858468567"
"54244","HAGEVILLE","54470","49.03233807254827","5.8602010195626155"
"54245","HAIGNEVILLE","54290","48.485136556770904","6.341887970459771"
"54246","HALLOVILLE","54450","48.55000871007829","6.8587808745331795"
"54247","HAMMEVILLE","54330","48.5003034915627","6.0750461399369495"
"54248","HAMONVILLE","54470","48.8207038010373","5.808947951723265"
"54249","HANNONVILLE SUZEMONT","54800","49.099471205040224","5.83690132267861"
"54250","HARAUCOURT","54110","48.66714190829683","6.35887972459835"
"54251","HARBOUEY","54450","48.57087014163869","6.894013066673044"
"54252","HAROUE","54740","48.47345476993404","6.191719799801944"
"54253","HATRIZE","54800","49.196186620926184","5.896318260556711"
"54254","HAUCOURT MOULAINE","54860","49.49843318458558","5.810187941718027"
"54255","HAUDONVILLE","54830","48.503263268207775","6.47790589523323"
"54256","HAUSSONVILLE","54290","48.52775812993954","6.318165816268385"
"54257","HEILLECOURT","54180","48.650103035398345","6.196668927354981"
"54258","HENAMENIL","54370","48.66534469930539","6.573227879009933"
"54259","HERBEVILLER","54450","48.55094783286283","6.7518708582834375"
"54260","HERIMENIL","54300","48.54872073703333","6.511096007230817"
"54261","HERSERANGE","54440","49.518709268531325","5.793010244546895"
"54262","HOEVILLE","54370","48.71785011086838","6.432844266768413"
"54263","HOMECOURT","54310","49.22460298931226","5.9931942983220665"
"54264","HOUDELMONT","54330","48.53784126607324","6.093875441088548"
"54265","HOUDEMONT","54180","48.64091323930153","6.171827123613298"
"54266","HOUDREVILLE","54330","48.51284990776517","6.100913514996744"
"54268","HOUSSEVILLE","54930","48.40919724785425","6.115530433037211"
"54269","HUDIVILLER","54110","48.59922296416313","6.389560572570133"
"54270","HUSSIGNY GODBRANGE","54590","49.49840019029856","5.854974164414399"
"54271","IGNEY","54450","48.63127091635586","6.820648670515337"
"54272","JAILLON","54200","48.764036011754634","5.973637918945434"
"54273","JARNY","54800","49.1490800843672","5.873912098865134"
"54274","JARVILLE LA MALGRANGE","54140","48.667635402035685","6.205670122228147"
"54275","JAULNY","54470","48.967883480028924","5.8946869134709345"
"54276","JEANDELAINCOURT","54114","48.85011693486564","6.237761983256898"
"54277","JEANDELIZE","54800","49.17321566704622","5.798724453617804"
"54278","JEVONCOURT","54740","48.41490441995073","6.163400738147521"
"54279","JEZAINVILLE","54700","48.863726621299264","6.012677282056581"
"54280","JOEUF","54240","49.23216008128459","6.014208106674552"
"54281","JOLIVET","54300","48.61082616117248","6.517449699780494"
"54282","JOPPECOURT","54620","49.38821448889608","5.803950837391824"
"54283","JOUAVILLE","54800","49.16033354554857","5.964320127567351"
"54284","JOUDREVILLE","54490","49.28700238092276","5.780992908611328"
"54285","JUVRECOURT","54370","48.74071124735433","6.563818473371688"
"54286","LABRY","54800","49.18187564269924","5.868016715758544"
"54287","LACHAPELLE","54120","48.416212672093614","6.772615355708803"
"54288","LAGNEY","54200","48.74655291050499","5.832867111602115"
"54289","LAITRE SOUS AMANCE","54770","48.73679666488856","6.274933322215027"
"54290","LAIX","54720","49.44975907196279","5.7755680313508435"
"54291","LALOEUF","54115","48.46620876167325","6.008657926343513"
"54292","LAMATH","54300","48.52201512005213","6.438807508283141"
"54293","LANDECOURT","54360","48.50066061258495","6.422306065405813"
"54294","LANDREMONT","54380","48.85855718337163","6.150642169676935"
"54295","LANDRES","54970","49.317904035634854","5.8072396232995285"
"54296","LANEUVELOTTE","54280","48.72132432393876","6.304573791775033"
"54297","LANEUVEVILLE AUX BOIS","54370","48.62102880864411","6.6415047008282215"
"54298","LANEUVEVILLE DERRIERE FOUG","54570","48.70769151215008","5.804713413782395"
"54299","LANEUVEVILLE DEVANT BAYON","54740","48.46937772998584","6.263794309551981"
"54300","LANEUVEVILLE DEVANT NANCY","54410","48.65032297992114","6.24706161600195"
"54301","LANFROICOURT","54760","48.80398235496152","6.319930020754343"
"54302","LANTEFONTAINE","54150","49.25335170130706","5.886647422799835"
"54303","LARONXE","54950","48.54366375303561","6.602156490715231"
"54304","LAXOU","54520","48.683907282568526","6.1182527714490975"
"54305","LAY ST CHRISTOPHE","54690","48.751619957918415","6.19244432574332"
"54306","LAY ST REMY","54570","48.68013942054688","5.764264756606309"
"54307","LEBEUVILLE","54740","48.43378102667855","6.240903341739394"
"54308","LEINTREY","54450","48.63133340593754","6.742293900879732"
"54309","LEMAINVILLE","54740","48.50857879714941","6.187887456575149"
"54310","LEMENIL MITRY","54740","48.454917783915874","6.256253950691514"
"54311","LENONCOURT","54110","48.67244376632675","6.300245750172806"
"54312","LESMENILS","54700","48.93172461177711","6.111576554605161"
"54313","LETRICOURT","54610","48.87723114325085","6.284363076539586"
"54314","LEXY","54720","49.50186312107266","5.730200851530915"
"54315","LEYR","54760","48.80589056712431","6.268672178796315"
"54316","LIMEY REMENAUVILLE","54470","48.89343515978342","5.906084019825137"
"54317","LIRONVILLE","54470","48.86762273048072","5.910648804693343"
"54318","LIVERDUN","54460","48.75003396065692","6.052364049260014"
"54320","LOISY","54700","48.869243389644765","6.1003904713306625"
"54321","LONGLAVILLE","54810","49.5346634443511","5.800162688514678"
"54322","LONGUYON","54260","49.462515213683744","5.588724900319596"
"54323","LONGWY","54400","49.52171015606362","5.767163715496487"
"54324","LOREY","54290","48.49581956775","6.316471171654747"
"54325","LOROMONTZEY","54290","48.4308329732018","6.371564942016847"
"54326","LUBEY","54150","49.24639303997067","5.857465608563507"
"54327","LUCEY","54200","48.72333767879307","5.829592683340963"
"54328","LUDRES","54710","48.621294493561734","6.175142681191437"
"54329","LUNEVILLE","54300","48.59633361496293","6.5101242191392075"
"54330","LUPCOURT","54210","48.60063596218478","6.220269414552774"
"54331","MAGNIERES","54129","48.443278579153564","6.565346742796585"
"54332","MAIDIERES","54700","48.89634609793599","6.032337087294277"
"54333","MAILLY SUR SEILLE","54610","48.9180262274482","6.251213891884204"
"54334","MAIRY MAINVILLE","54150","49.304643595264174","5.863122678717875"
"54335","MAIXE","54370","48.646355396491025","6.437225995407857"
"54336","MAIZIERES","54550","48.595519794479216","6.049142207738329"
"54337","MALAVILLERS","54560","49.35879965120647","5.864927435609198"
"54338","MALLELOY","54670","48.79086390054759","6.167228336329588"
"54339","MALZEVILLE","54220","48.72232970183647","6.192672309507584"
"54340","MAMEY","54470","48.87966338205359","5.956454871683146"
"54343","MANDRES AUX QUATRE TOURS","54470","48.827743416311115","5.789275427342204"
"54344","MANGONVILLE","54290","48.45097540774603","6.290218410931995"
"54345","MANONCOURT EN VERMOIS","54210","48.59991860628055","6.269900793628198"
"54346","MANONCOURT EN WOEVRE","54385","48.77739079974452","5.9267662401385355"
"54348","MANONVILLE","54385","48.83294945315099","5.9140295797207845"
"54349","MANONVILLER","54300","48.590852018845894","6.662588021559989"
"54350","MARAINVILLER","54300","48.601248450444615","6.609955140495781"
"54351","MARBACHE","54820","48.790784816903496","6.093800749460804"
"54352","MARON","54230","48.65739710061906","6.0510986391295605"
